t,n,short source,long source
613, 282429536500, Extension by one, Extension by one of $612$
614, 282429536506, Additive, Add($20$,$594$)
615, 282429536507, Additive, Add($20$,$595$)
616, 282429536508, Additive, Add($20$,$596$)
617, 282429536509, Additive, Add($20$,$597$)
618, 282429536510, Additive, Add($20$,$598$)
619, 282429536511, Additive, Add($20$,$599$)
620, 282429536512, Additive, Add($20$,$600$)
621, 282429536513, Additive, Add($20$,$601$)
622, 282429536530, Additive, Add($28$,$594$)
623, 282429536531, Additive, Add($28$,$595$)
624, 282429536532, Additive, Add($28$,$596$)
625, 3814697265625, Reed-Solomon, RS($5^{2}$,$9$,$25$)
626, 3814697265626, Extension by one, Extension by one of $625$
627, 3814697265627, Extension by one, Extension by one of $626$
628, 3814697265628, Extension by one, Extension by one of $627$
629, 3814697265629, Extension by one, Extension by one of $628$
630, 3814697265630, Extension by one, Extension by one of $629$
631, 3814697265631, Extension by one, Extension by one of $630$
632, 3814697265632, Extension by one, Extension by one of $631$
633, 3814697265633, Extension by one, Extension by one of $632$
634, 3814697265634, Extension by one, Extension by one of $633$
635, 3814697265635, Extension by one, Extension by one of $634$
636, 3814697265636, Extension by one, Extension by one of $635$
637, 3814697265637, Extension by one, Extension by one of $636$
638, 3814697265638, Extension by one, Extension by one of $637$
639, 3814697265639, Extension by one, Extension by one of $638$
640, 3814697265640, Extension by one, Extension by one of $639$
641, 3814697265641, Extension by one, Extension by one of $640$
642, 3814697265642, Extension by one, Extension by one of $641$
643, 3814697265643, Extension by one, Extension by one of $642$
644, 3814697265644, Extension by one, Extension by one of $643$
645, 3814697265650, Additive, Add($20$,$625$)
646, 3814697265651, Additive, Add($20$,$626$)
647, 3814697265652, Additive, Add($20$,$627$)
648, 3814697265653, Additive, Add($20$,$628$)
649, 3814697265654, Additive, Add($20$,$629$)
650, 3814697265655, Additive, Add($20$,$630$)
651, 3814697265656, Additive, Add($20$,$631$)
652, 3814697265657, Additive, Add($20$,$632$)
653, 3814697265674, Additive, Add($28$,$625$)
654, 3814697265675, Additive, Add($28$,$626$)
655, 3814697265676, Additive, Add($28$,$627$)
656, 3814697265677, Additive, Add($28$,$628$)
657, 3814697265689, Additive, Add($32$,$625$)
658, 3814697265690, Additive, Add($32$,$626$)
659, 3814697265691, Additive, Add($32$,$627$)
660, 3814697265692, Additive, Add($32$,$628$)
661, 3814697265706, Additive, Add($36$,$625$)
662, 3814697265707, Additive, Add($36$,$626$)
663, 3814697265708, Additive, Add($36$,$627$)
664, 3814697265709, Additive, Add($36$,$628$)
665, 3814697265710, Additive, Add($36$,$629$)
666, 3814697265711, Additive, Add($36$,$630$)
667, 3814697265712, Additive, Add($36$,$631$)
668, 3814697265713, Additive, Add($36$,$632$)
669, 3814697265746, Additive, Add($44$,$625$)
670, 3814697265747, Additive, Add($44$,$626$)
671, 3814697265748, Additive, Add($44$,$627$)
672, 3814697265749, Additive, Add($44$,$628$)
673, 3814697265750, Additive, Add($44$,$629$)
674, 3814697265968, Additive, Add($49$,$625$)
675, 7625597484987, Reed-Solomon, RS($3^{3}$,$9$,$25$)
676, 7625597484988, Extension by one, Extension by one of $675$
677, 7625597484989, Extension by one, Extension by one of $676$
678, 7625597484990, Extension by one, Extension by one of $677$
679, 7625597484991, Extension by one, Extension by one of $678$
680, 7625597484992, Extension by one, Extension by one of $679$
681, 7625597484993, Extension by one, Extension by one of $680$
682, 7625597484994, Extension by one, Extension by one of $681$
683, 7625597484995, Extension by one, Extension by one of $682$
684, 7625597484996, Extension by one, Extension by one of $683$
685, 7625597484997, Extension by one, Extension by one of $684$
686, 7625597484998, Extension by one, Extension by one of $685$
687, 7625597484999, Extension by one, Extension by one of $686$
688, 7625597485000, Extension by one, Extension by one of $687$
689, 7625597485001, Extension by one, Extension by one of $688$
690, 7625597485002, Extension by one, Extension by one of $689$
691, 7625597485003, Extension by one, Extension by one of $690$
692, 7625597485004, Extension by one, Extension by one of $691$
693, 7625597485005, Extension by one, Extension by one of $692$
694, 7625597485006, Extension by one, Extension by one of $693$
695, 7625597485012, Additive, Add($20$,$675$)
696, 7625597485013, Additive, Add($20$,$676$)
697, 7625597485014, Additive, Add($20$,$677$)
698, 7625597485015, Additive, Add($20$,$678$)
699, 7625597485016, Additive, Add($20$,$679$)
700, 7625597485017, Additive, Add($20$,$680$)
701, 7625597485018, Additive, Add($20$,$681$)
702, 7625597485019, Additive, Add($20$,$682$)
703, 7625597485036, Additive, Add($28$,$675$)
704, 7625597485037, Additive, Add($28$,$676$)
705, 7625597485038, Additive, Add($28$,$677$)
706, 7625597485039, Additive, Add($28$,$678$)
707, 7625597485051, Additive, Add($32$,$675$)
708, 7625597485052, Additive, Add($32$,$676$)
709, 7625597485053, Additive, Add($32$,$677$)
710, 7625597485054, Additive, Add($32$,$678$)
711, 7625597485068, Additive, Add($36$,$675$)
712, 7625597485069, Additive, Add($36$,$676$)
713, 7625597485070, Additive, Add($36$,$677$)
714, 7625597485071, Additive, Add($36$,$678$)
715, 7625597485072, Additive, Add($36$,$679$)
716, 7625597485073, Additive, Add($36$,$680$)
717, 7625597485074, Additive, Add($36$,$681$)
718, 7625597485075, Additive, Add($36$,$682$)
719, 7625597485108, Additive, Add($44$,$675$)
720, 7625597485109, Additive, Add($44$,$676$)
721, 7625597485110, Additive, Add($44$,$677$)
722, 7625597485111, Additive, Add($44$,$678$)
723, 7625597485112, Additive, Add($44$,$679$)
724, 7625597485330, Additive, Add($49$,$675$)
725, 10000000000000, Reed-Solomon, RS($29^{1}$,$9$,$25$)
