t,n,short source,long source
85, 129, Extension by one, Extension by one of $84$
86, 130, Extension by one, Extension by one of $85$
87, 131, Extension by one, Extension by one of $86$
88, 132, Extension by one, Extension by one of $87$
89, 133, Extension by one, Extension by one of $88$
90, 134, Extension by one, Extension by one of $89$
91, 169, Reed-Solomon, RS($13^{1}$,$2$,$7$)
92, 170, Extension by one, Extension by one of $91$
93, 171, Extension by one, Extension by one of $92$
94, 172, Extension by one, Extension by one of $93$
95, 173, Extension by one, Extension by one of $94$
96, 174, Extension by one, Extension by one of $95$
97, 175, Extension by one, Extension by one of $96$
98, 176, Extension by one, Extension by one of $97$
99, 177, Extension by one, Extension by one of $98$
100, 178, Extension by one, Extension by one of $99$
101, 179, Extension by one, Extension by one of $100$
102, 180, Extension by one, Extension by one of $101$
103, 181, Extension by one, Extension by one of $102$
104, 182, Extension by one, Extension by one of $103$
105, 183, Extension by one, Extension by one of $104$
106, 184, Extension by one, Extension by one of $105$
107, 185, Extension by one, Extension by one of $106$
108, 186, Extension by one, Extension by one of $107$
109, 187, Extension by one, Extension by one of $108$
110, 188, Extension by one, Extension by one of $109$
111, 189, Extension by one, Extension by one of $110$
112, 256, Reed-Solomon, RS($2^{4}$,$2$,$7$)
113, 257, Extension by one, Extension by one of $112$
114, 258, Extension by one, Extension by one of $113$
115, 259, Extension by one, Extension by one of $114$
116, 260, Extension by one, Extension by one of $115$
117, 261, Extension by one, Extension by one of $116$
118, 262, Extension by one, Extension by one of $117$
119, 289, Reed-Solomon, RS($17^{1}$,$2$,$7$)
120, 290, Extension by one, Extension by one of $119$
121, 291, Extension by one, Extension by one of $120$
122, 292, Extension by one, Extension by one of $121$
123, 293, Extension by one, Extension by one of $122$
124, 294, Extension by one, Extension by one of $123$
125, 295, Extension by one, Extension by one of $124$
126, 296, Extension by one, Extension by one of $125$
127, 297, Extension by one, Extension by one of $126$
128, 298, Extension by one, Extension by one of $127$
129, 299, Extension by one, Extension by one of $128$
130, 300, Extension by one, Extension by one of $129$
131, 301, Extension by one, Extension by one of $130$
132, 302, Extension by one, Extension by one of $131$
133, 361, Reed-Solomon, RS($19^{1}$,$2$,$7$)
134, 362, Extension by one, Extension by one of $133$
135, 363, Extension by one, Extension by one of $134$
136, 364, Extension by one, Extension by one of $135$
137, 365, Extension by one, Extension by one of $136$
138, 366, Extension by one, Extension by one of $137$
139, 367, Extension by one, Extension by one of $138$
140, 368, Extension by one, Extension by one of $139$
141, 369, Extension by one, Extension by one of $140$
142, 370, Extension by one, Extension by one of $141$
143, 371, Extension by one, Extension by one of $142$
144, 372, Extension by one, Extension by one of $143$
145, 373, Extension by one, Extension by one of $144$
146, 374, Extension by one, Extension by one of $145$
147, 375, Extension by one, Extension by one of $146$
148, 376, Extension by one, Extension by one of $147$
149, 377, Extension by one, Extension by one of $148$
150, 378, Extension by one, Extension by one of $149$
151, 379, Extension by one, Extension by one of $150$
152, 380, Extension by one, Extension by one of $151$
153, 381, Extension by one, Extension by one of $152$
154, 382, Extension by one, Extension by one of $153$
155, 383, Extension by one, Extension by one of $154$
156, 384, Extension by one, Extension by one of $155$
157, 385, Extension by one, Extension by one of $156$
158, 386, Extension by one, Extension by one of $157$
159, 387, Extension by one, Extension by one of $158$
160, 388, Extension by one, Extension by one of $159$
161, 529, Reed-Solomon, RS($23^{1}$,$2$,$7$)
162, 530, Extension by one, Extension by one of $161$
163, 531, Extension by one, Extension by one of $162$
164, 532, Extension by one, Extension by one of $163$
165, 533, Extension by one, Extension by one of $164$
166, 534, Extension by one, Extension by one of $165$
167, 535, Extension by one, Extension by one of $166$
168, 536, Extension by one, Extension by one of $167$
169, 2197, Reed-Solomon, RS($13^{1}$,$3$,$13$)
170, 2198, Extension by one, Extension by one of $169$
171, 2199, Extension by one, Extension by one of $170$
172, 2200, Extension by one, Extension by one of $171$
173, 2201, Extension by one, Extension by one of $172$
174, 2202, Extension by one, Extension by one of $173$
175, 2203, Extension by one, Extension by one of $174$
176, 2204, Extension by one, Extension by one of $175$
177, 2205, Extension by one, Extension by one of $176$
178, 2206, Extension by one, Extension by one of $177$
179, 2207, Extension by one, Extension by one of $178$
180, 2208, Extension by one, Extension by one of $179$
181, 2209, Extension by one, Extension by one of $180$
182, 2210, Extension by one, Extension by one of $181$
183, 2211, Extension by one, Extension by one of $182$
184, 2212, Extension by one, Extension by one of $183$
185, 2213, Extension by one, Extension by one of $184$
186, 2214, Extension by one, Extension by one of $185$
187, 2215, Extension by one, Extension by one of $186$
188, 2216, Extension by one, Extension by one of $187$
189, 2217, Extension by one, Extension by one of $188$
190, 2218, Extension by one, Extension by one of $189$
191, 2219, Extension by one, Extension by one of $190$
192, 2220, Extension by one, Extension by one of $191$
193, 2221, Extension by one, Extension by one of $192$
194, 2222, Extension by one, Extension by one of $193$
195, 2223, Extension by one, Extension by one of $194$
196, 2224, Extension by one, Extension by one of $195$
197, 2225, Extension by one, Extension by one of $196$
198, 2226, Extension by one, Extension by one of $197$
199, 2227, Extension by one, Extension by one of $198$
200, 2228, Extension by one, Extension by one of $199$
201, 2229, Extension by one, Extension by one of $200$
202, 2230, Extension by one, Extension by one of $201$
203, 2231, Extension by one, Extension by one of $202$
204, 2232, Extension by one, Extension by one of $203$
205, 2233, Extension by one, Extension by one of $204$
206, 2234, Extension by one, Extension by one of $205$
207, 2235, Extension by one, Extension by one of $206$
208, 4096, Reed-Solomon, RS($2^{4}$,$3$,$13$)
209, 4097, Extension by one, Extension by one of $208$
210, 4098, Extension by one, Extension by one of $209$
211, 4099, Extension by one, Extension by one of $210$
212, 4100, Extension by one, Extension by one of $211$
213, 4101, Extension by one, Extension by one of $212$
214, 4102, Extension by one, Extension by one of $213$
215, 4103, Extension by one, Extension by one of $214$
216, 4104, Extension by one, Extension by one of $215$
217, 4105, Extension by one, Extension by one of $216$
218, 4106, Extension by one, Extension by one of $217$
219, 4107, Extension by one, Extension by one of $218$
220, 4108, Extension by one, Extension by one of $219$
221, 4913, Reed-Solomon, RS($17^{1}$,$3$,$13$)
222, 4914, Extension by one, Extension by one of $221$
223, 4915, Extension by one, Extension by one of $222$
224, 4916, Extension by one, Extension by one of $223$
225, 4917, Extension by one, Extension by one of $224$
226, 4918, Extension by one, Extension by one of $225$
227, 4919, Extension by one, Extension by one of $226$
228, 4920, Extension by one, Extension by one of $227$
229, 4921, Extension by one, Extension by one of $228$
230, 4922, Extension by one, Extension by one of $229$
231, 4923, Extension by one, Extension by one of $230$
232, 4924, Extension by one, Extension by one of $231$
233, 4925, Extension by one, Extension by one of $232$
234, 4926, Extension by one, Extension by one of $233$
235, 4927, Extension by one, Extension by one of $234$
236, 4928, Extension by one, Extension by one of $235$
237, 4929, Extension by one, Extension by one of $236$
238, 4930, Extension by one, Extension by one of $237$
239, 4931, Extension by one, Extension by one of $238$
240, 4932, Extension by one, Extension by one of $239$
241, 4933, Extension by one, Extension by one of $240$
242, 4934, Extension by one, Extension by one of $241$
243, 4935, Extension by one, Extension by one of $242$
244, 4936, Extension by one, Extension by one of $243$
245, 4937, Extension by one, Extension by one of $244$
246, 4938, Extension by one, Extension by one of $245$
247, 6859, Reed-Solomon, RS($19^{1}$,$3$,$13$)
248, 6860, Extension by one, Extension by one of $247$
249, 6861, Extension by one, Extension by one of $248$
250, 6862, Extension by one, Extension by one of $249$
251, 6863, Extension by one, Extension by one of $250$
252, 6864, Extension by one, Extension by one of $251$
253, 6865, Extension by one, Extension by one of $252$
254, 6866, Extension by one, Extension by one of $253$
255, 6867, Extension by one, Extension by one of $254$
256, 6868, Extension by one, Extension by one of $255$
257, 6869, Extension by one, Extension by one of $256$
258, 6870, Extension by one, Extension by one of $257$
259, 6871, Extension by one, Extension by one of $258$
260, 6872, Extension by one, Extension by one of $259$
261, 6873, Extension by one, Extension by one of $260$
262, 6874, Extension by one, Extension by one of $261$
263, 6875, Extension by one, Extension by one of $262$
264, 6876, Extension by one, Extension by one of $263$
265, 6877, Extension by one, Extension by one of $264$
266, 6878, Extension by one, Extension by one of $265$
267, 6879, Extension by one, Extension by one of $266$
268, 6880, Extension by one, Extension by one of $267$
269, 6881, Extension by one, Extension by one of $268$
270, 6882, Extension by one, Extension by one of $269$
271, 6883, Extension by one, Extension by one of $270$
272, 6884, Extension by one, Extension by one of $271$
273, 6885, Extension by one, Extension by one of $272$
274, 6886, Extension by one, Extension by one of $273$
275, 6887, Extension by one, Extension by one of $274$
276, 6888, Extension by one, Extension by one of $275$
277, 6889, Extension by one, Extension by one of $276$
278, 6890, Extension by one, Extension by one of $277$
279, 6891, Extension by one, Extension by one of $278$
280, 6892, Extension by one, Extension by one of $279$
281, 6893, Extension by one, Extension by one of $280$
282, 6894, Extension by one, Extension by one of $281$
283, 6895, Extension by one, Extension by one of $282$
284, 6896, Extension by one, Extension by one of $283$
285, 6897, Extension by one, Extension by one of $284$
286, 6898, Extension by one, Extension by one of $285$
287, 6899, Extension by one, Extension by one of $286$
288, 6900, Extension by one, Extension by one of $287$
289, 6901, Extension by one, Extension by one of $288$
290, 6902, Extension by one, Extension by one of $289$
291, 6903, Extension by one, Extension by one of $290$
292, 6904, Extension by one, Extension by one of $291$
293, 6905, Extension by one, Extension by one of $292$
294, 6906, Extension by one, Extension by one of $293$
295, 6907, Extension by one, Extension by one of $294$
296, 6908, Extension by one, Extension by one of $295$
297, 6909, Extension by one, Extension by one of $296$
298, 6910, Extension by one, Extension by one of $297$
299, 12167, Reed-Solomon, RS($23^{1}$,$3$,$13$)
300, 12168, Extension by one, Extension by one of $299$
301, 12169, Extension by one, Extension by one of $300$
302, 12170, Extension by one, Extension by one of $301$
303, 12171, Extension by one, Extension by one of $302$
304, 12172, Extension by one, Extension by one of $303$
305, 12173, Extension by one, Extension by one of $304$
306, 12174, Extension by one, Extension by one of $305$
307, 12175, Extension by one, Extension by one of $306$
308, 12176, Extension by one, Extension by one of $307$
309, 12177, Extension by one, Extension by one of $308$
310, 12178, Extension by one, Extension by one of $309$
311, 12179, Extension by one, Extension by one of $310$
312, 12180, Extension by one, Extension by one of $311$
313, 12181, Extension by one, Extension by one of $312$
314, 12182, Extension by one, Extension by one of $313$
315, 12183, Extension by one, Extension by one of $314$
316, 12184, Extension by one, Extension by one of $315$
317, 12185, Extension by one, Extension by one of $316$
318, 12186, Extension by one, Extension by one of $317$
319, 12187, Extension by one, Extension by one of $318$
320, 12188, Extension by one, Extension by one of $319$
321, 12189, Extension by one, Extension by one of $320$
322, 12190, Extension by one, Extension by one of $321$
323, 12191, Extension by one, Extension by one of $322$
324, 12192, Extension by one, Extension by one of $323$
325, 15625, Reed-Solomon, RS($5^{2}$,$3$,$13$)
326, 15626, Extension by one, Extension by one of $325$
327, 15627, Extension by one, Extension by one of $326$
328, 15628, Extension by one, Extension by one of $327$
329, 15629, Extension by one, Extension by one of $328$
330, 15630, Extension by one, Extension by one of $329$
331, 15631, Extension by one, Extension by one of $330$
332, 15632, Extension by one, Extension by one of $331$
333, 15633, Extension by one, Extension by one of $332$
334, 15634, Extension by one, Extension by one of $333$
335, 15635, Extension by one, Extension by one of $334$
336, 15636, Extension by one, Extension by one of $335$
337, 15637, Extension by one, Extension by one of $336$
338, 15638, Extension by one, Extension by one of $337$
339, 15639, Extension by one, Extension by one of $338$
340, 15640, Extension by one, Extension by one of $339$
341, 15641, Extension by one, Extension by one of $340$
342, 15642, Extension by one, Extension by one of $341$
343, 15643, Extension by one, Extension by one of $342$
344, 15644, Extension by one, Extension by one of $343$
345, 15645, Extension by one, Extension by one of $344$
346, 15646, Extension by one, Extension by one of $345$
347, 15647, Extension by one, Extension by one of $346$
348, 15648, Extension by one, Extension by one of $347$
349, 15649, Extension by one, Extension by one of $348$
350, 15650, Extension by one, Extension by one of $349$
351, 19683, Reed-Solomon, RS($3^{3}$,$3$,$13$)
352, 19684, Extension by one, Extension by one of $351$
353, 19685, Extension by one, Extension by one of $352$
354, 19686, Extension by one, Extension by one of $353$
355, 19687, Extension by one, Extension by one of $354$
356, 19688, Extension by one, Extension by one of $355$
357, 19689, Extension by one, Extension by one of $356$
358, 19690, Extension by one, Extension by one of $357$
359, 19691, Extension by one, Extension by one of $358$
360, 19692, Extension by one, Extension by one of $359$
361, 130321, Reed-Solomon, RS($19^{1}$,$4$,$19$)
362, 130322, Extension by one, Extension by one of $361$
363, 130323, Extension by one, Extension by one of $362$
364, 130324, Extension by one, Extension by one of $363$
365, 130325, Extension by one, Extension by one of $364$
366, 130326, Extension by one, Extension by one of $365$
367, 130327, Extension by one, Extension by one of $366$
368, 130328, Extension by one, Extension by one of $367$
369, 130329, Extension by one, Extension by one of $368$
370, 130330, Extension by one, Extension by one of $369$
371, 130331, Extension by one, Extension by one of $370$
372, 130332, Extension by one, Extension by one of $371$
373, 130333, Extension by one, Extension by one of $372$
374, 130334, Extension by one, Extension by one of $373$
375, 130335, Extension by one, Extension by one of $374$
376, 130336, Extension by one, Extension by one of $375$
377, 130337, Extension by one, Extension by one of $376$
378, 130338, Extension by one, Extension by one of $377$
379, 130339, Extension by one, Extension by one of $378$
380, 130340, Extension by one, Extension by one of $379$
381, 130341, Extension by one, Extension by one of $380$
382, 130342, Extension by one, Extension by one of $381$
383, 130343, Extension by one, Extension by one of $382$
384, 130344, Extension by one, Extension by one of $383$
385, 130345, Extension by one, Extension by one of $384$
386, 130346, Extension by one, Extension by one of $385$
387, 130347, Extension by one, Extension by one of $386$
388, 130348, Extension by one, Extension by one of $387$
389, 130349, Extension by one, Extension by one of $388$
390, 130350, Extension by one, Extension by one of $389$
391, 130351, Extension by one, Extension by one of $390$
392, 130352, Extension by one, Extension by one of $391$
393, 130353, Extension by one, Extension by one of $392$
394, 130354, Extension by one, Extension by one of $393$
395, 130355, Extension by one, Extension by one of $394$
396, 130356, Extension by one, Extension by one of $395$
397, 130357, Extension by one, Extension by one of $396$
398, 130358, Extension by one, Extension by one of $397$
399, 130359, Extension by one, Extension by one of $398$
400, 130360, Extension by one, Extension by one of $399$
401, 130361, Extension by one, Extension by one of $400$
402, 130362, Extension by one, Extension by one of $401$
403, 130363, Extension by one, Extension by one of $402$
404, 130364, Extension by one, Extension by one of $403$
405, 130365, Extension by one, Extension by one of $404$
406, 130366, Extension by one, Extension by one of $405$
407, 130367, Extension by one, Extension by one of $406$
408, 130368, Extension by one, Extension by one of $407$
409, 130369, Extension by one, Extension by one of $408$
410, 130370, Extension by one, Extension by one of $409$
411, 130371, Extension by one, Extension by one of $410$
412, 130372, Extension by one, Extension by one of $411$
413, 130373, Extension by one, Extension by one of $412$
414, 130374, Extension by one, Extension by one of $413$
415, 130375, Extension by one, Extension by one of $414$
416, 130376, Extension by one, Extension by one of $415$
417, 130385, Additive, Add($56$,$361$)
418, 130386, Additive, Add($56$,$362$)
419, 130387, Additive, Add($56$,$363$)
420, 130388, Additive, Add($56$,$364$)
421, 130389, Additive, Add($56$,$365$)
422, 130390, Additive, Add($56$,$366$)
423, 130391, Additive, Add($56$,$367$)
424, 130402, Additive, Add($63$,$361$)
425, 130403, Additive, Add($63$,$362$)
426, 130404, Additive, Add($63$,$363$)
427, 130405, Additive, Add($63$,$364$)
428, 130406, Additive, Add($63$,$365$)
429, 130407, Additive, Add($63$,$366$)
430, 130408, Additive, Add($63$,$367$)
431, 130409, Additive, Add($63$,$368$)
432, 130410, Additive, Add($63$,$369$)
433, 130411, Additive, Add($63$,$370$)
434, 130412, Additive, Add($63$,$371$)
435, 130413, Additive, Add($63$,$372$)
436, 130414, Additive, Add($63$,$373$)
437, 279841, Reed-Solomon, RS($23^{1}$,$4$,$19$)
438, 279842, Extension by one, Extension by one of $437$
439, 279843, Extension by one, Extension by one of $438$
440, 279844, Extension by one, Extension by one of $439$
441, 279845, Extension by one, Extension by one of $440$
442, 279846, Extension by one, Extension by one of $441$
443, 279847, Extension by one, Extension by one of $442$
444, 279848, Extension by one, Extension by one of $443$
445, 279849, Extension by one, Extension by one of $444$
446, 279850, Extension by one, Extension by one of $445$
447, 279851, Extension by one, Extension by one of $446$
448, 279852, Extension by one, Extension by one of $447$
449, 279853, Extension by one, Extension by one of $448$
450, 279854, Extension by one, Extension by one of $449$
451, 279855, Extension by one, Extension by one of $450$
452, 279856, Extension by one, Extension by one of $451$
453, 279857, Extension by one, Extension by one of $452$
454, 279858, Extension by one, Extension by one of $453$
455, 279859, Extension by one, Extension by one of $454$
456, 279860, Extension by one, Extension by one of $455$
457, 279861, Extension by one, Extension by one of $456$
458, 279862, Extension by one, Extension by one of $457$
459, 279863, Extension by one, Extension by one of $458$
460, 279864, Extension by one, Extension by one of $459$
461, 279865, Extension by one, Extension by one of $460$
462, 279866, Extension by one, Extension by one of $461$
463, 279867, Extension by one, Extension by one of $462$
464, 279868, Extension by one, Extension by one of $463$
465, 279869, Extension by one, Extension by one of $464$
466, 279870, Extension by one, Extension by one of $465$
467, 279871, Extension by one, Extension by one of $466$
468, 279872, Extension by one, Extension by one of $467$
469, 279873, Extension by one, Extension by one of $468$
470, 279874, Extension by one, Extension by one of $469$
471, 279875, Extension by one, Extension by one of $470$
472, 279876, Extension by one, Extension by one of $471$
473, 279877, Extension by one, Extension by one of $472$
474, 279878, Extension by one, Extension by one of $473$
475, 390625, Reed-Solomon, RS($5^{2}$,$4$,$19$)
476, 390626, Extension by one, Extension by one of $475$
477, 390627, Extension by one, Extension by one of $476$
478, 390628, Extension by one, Extension by one of $477$
479, 390629, Extension by one, Extension by one of $478$
480, 390630, Extension by one, Extension by one of $479$
481, 390631, Extension by one, Extension by one of $480$
482, 390632, Extension by one, Extension by one of $481$
483, 390633, Extension by one, Extension by one of $482$
484, 390634, Extension by one, Extension by one of $483$
485, 390635, Extension by one, Extension by one of $484$
486, 390636, Extension by one, Extension by one of $485$
487, 390637, Extension by one, Extension by one of $486$
488, 390638, Extension by one, Extension by one of $487$
489, 390639, Extension by one, Extension by one of $488$
490, 390640, Extension by one, Extension by one of $489$
491, 390641, Extension by one, Extension by one of $490$
492, 390642, Extension by one, Extension by one of $491$
493, 390643, Extension by one, Extension by one of $492$
494, 390644, Extension by one, Extension by one of $493$
495, 390645, Extension by one, Extension by one of $494$
496, 390646, Extension by one, Extension by one of $495$
497, 390647, Extension by one, Extension by one of $496$
498, 390648, Extension by one, Extension by one of $497$
499, 390649, Extension by one, Extension by one of $498$
500, 390650, Extension by one, Extension by one of $499$
501, 390651, Extension by one, Extension by one of $500$
502, 390652, Extension by one, Extension by one of $501$
503, 390653, Extension by one, Extension by one of $502$
504, 390654, Extension by one, Extension by one of $503$
505, 390655, Extension by one, Extension by one of $504$
506, 390656, Extension by one, Extension by one of $505$
507, 390657, Extension by one, Extension by one of $506$
508, 390658, Extension by one, Extension by one of $507$
509, 390659, Extension by one, Extension by one of $508$
510, 390660, Extension by one, Extension by one of $509$
511, 390661, Extension by one, Extension by one of $510$
512, 390662, Extension by one, Extension by one of $511$
513, 531441, Reed-Solomon, RS($3^{3}$,$4$,$19$)
514, 531442, Extension by one, Extension by one of $513$
515, 531443, Extension by one, Extension by one of $514$
516, 531444, Extension by one, Extension by one of $515$
517, 531445, Extension by one, Extension by one of $516$
518, 531446, Extension by one, Extension by one of $517$
519, 531447, Extension by one, Extension by one of $518$
520, 531448, Extension by one, Extension by one of $519$
521, 531449, Extension by one, Extension by one of $520$
522, 531450, Extension by one, Extension by one of $521$
523, 531451, Extension by one, Extension by one of $522$
524, 531452, Extension by one, Extension by one of $523$
525, 531453, Extension by one, Extension by one of $524$
526, 531454, Extension by one, Extension by one of $525$
527, 531455, Extension by one, Extension by one of $526$
528, 531456, Extension by one, Extension by one of $527$
529, 531457, Extension by one, Extension by one of $528$
530, 531458, Extension by one, Extension by one of $529$
531, 531459, Extension by one, Extension by one of $530$
532, 531460, Extension by one, Extension by one of $531$
533, 531461, Extension by one, Extension by one of $532$
534, 531462, Extension by one, Extension by one of $533$
535, 531463, Extension by one, Extension by one of $534$
536, 531464, Extension by one, Extension by one of $535$
537, 531465, Extension by one, Extension by one of $536$
538, 531466, Extension by one, Extension by one of $537$
539, 531467, Extension by one, Extension by one of $538$
540, 531468, Extension by one, Extension by one of $539$
541, 531469, Extension by one, Extension by one of $540$
542, 531470, Extension by one, Extension by one of $541$
543, 531471, Extension by one, Extension by one of $542$
544, 531472, Extension by one, Extension by one of $543$
545, 531473, Extension by one, Extension by one of $544$
546, 531474, Extension by one, Extension by one of $545$
547, 531475, Extension by one, Extension by one of $546$
548, 531476, Extension by one, Extension by one of $547$
549, 531477, Extension by one, Extension by one of $548$
550, 531478, Extension by one, Extension by one of $549$
551, 707281, Reed-Solomon, RS($29^{1}$,$4$,$19$)
552, 707282, Extension by one, Extension by one of $551$
553, 707283, Extension by one, Extension by one of $552$
554, 707284, Extension by one, Extension by one of $553$
555, 707285, Extension by one, Extension by one of $554$
556, 707286, Extension by one, Extension by one of $555$
557, 707287, Extension by one, Extension by one of $556$
558, 707288, Extension by one, Extension by one of $557$
559, 707289, Extension by one, Extension by one of $558$
560, 707290, Extension by one, Extension by one of $559$
561, 707291, Extension by one, Extension by one of $560$
562, 707292, Extension by one, Extension by one of $561$
563, 707293, Extension by one, Extension by one of $562$
564, 707294, Extension by one, Extension by one of $563$
565, 707295, Extension by one, Extension by one of $564$
566, 707296, Extension by one, Extension by one of $565$
567, 707297, Extension by one, Extension by one of $566$
568, 707298, Extension by one, Extension by one of $567$
569, 707299, Extension by one, Extension by one of $568$
570, 707300, Extension by one, Extension by one of $569$
571, 707301, Extension by one, Extension by one of $570$
572, 707302, Extension by one, Extension by one of $571$
573, 707303, Extension by one, Extension by one of $572$
574, 707304, Extension by one, Extension by one of $573$
575, 707305, Extension by one, Extension by one of $574$
576, 707306, Extension by one, Extension by one of $575$
577, 707307, Extension by one, Extension by one of $576$
578, 707308, Extension by one, Extension by one of $577$
579, 707309, Extension by one, Extension by one of $578$
580, 707310, Extension by one, Extension by one of $579$
581, 707311, Extension by one, Extension by one of $580$
582, 707312, Extension by one, Extension by one of $581$
583, 707313, Extension by one, Extension by one of $582$
584, 707314, Extension by one, Extension by one of $583$
585, 707315, Extension by one, Extension by one of $584$
586, 707316, Extension by one, Extension by one of $585$
587, 707317, Extension by one, Extension by one of $586$
588, 707318, Extension by one, Extension by one of $587$
589, 923521, Reed-Solomon, RS($31^{1}$,$4$,$19$)
590, 923522, Extension by one, Extension by one of $589$
591, 923523, Extension by one, Extension by one of $590$
592, 923524, Extension by one, Extension by one of $591$
593, 923525, Extension by one, Extension by one of $592$
594, 923526, Extension by one, Extension by one of $593$
595, 923527, Extension by one, Extension by one of $594$
596, 923528, Extension by one, Extension by one of $595$
597, 923529, Extension by one, Extension by one of $596$
598, 923530, Extension by one, Extension by one of $597$
599, 923531, Extension by one, Extension by one of $598$
600, 923532, Extension by one, Extension by one of $599$
601, 923533, Extension by one, Extension by one of $600$
602, 923534, Extension by one, Extension by one of $601$
603, 923535, Extension by one, Extension by one of $602$
604, 923536, Extension by one, Extension by one of $603$
605, 923537, Extension by one, Extension by one of $604$
606, 923538, Extension by one, Extension by one of $605$
607, 923539, Extension by one, Extension by one of $606$
608, 1048576, Reed-Solomon, RS($2^{5}$,$4$,$19$)
609, 1048577, Extension by one, Extension by one of $608$
610, 1048578, Extension by one, Extension by one of $609$
611, 1048579, Extension by one, Extension by one of $610$
612, 1048580, Extension by one, Extension by one of $611$
613, 1048581, Extension by one, Extension by one of $612$
614, 1048582, Extension by one, Extension by one of $613$
615, 1048583, Extension by one, Extension by one of $614$
616, 1048584, Extension by one, Extension by one of $615$
617, 1048585, Extension by one, Extension by one of $616$
618, 1048586, Extension by one, Extension by one of $617$
619, 1048587, Extension by one, Extension by one of $618$
620, 1048588, Extension by one, Extension by one of $619$
621, 1048589, Extension by one, Extension by one of $620$
622, 1048590, Extension by one, Extension by one of $621$
623, 1048591, Extension by one, Extension by one of $622$
624, 1048592, Extension by one, Extension by one of $623$
625, 9765625, Reed-Solomon, RS($5^{2}$,$5$,$25$)
626, 9765626, Extension by one, Extension by one of $625$
627, 9765627, Extension by one, Extension by one of $626$
628, 9765628, Extension by one, Extension by one of $627$
629, 9765629, Extension by one, Extension by one of $628$
630, 9765630, Extension by one, Extension by one of $629$
631, 9765631, Extension by one, Extension by one of $630$
632, 9765632, Extension by one, Extension by one of $631$
633, 9765633, Extension by one, Extension by one of $632$
634, 9765634, Extension by one, Extension by one of $633$
635, 9765635, Extension by one, Extension by one of $634$
636, 9765636, Extension by one, Extension by one of $635$
637, 9765637, Extension by one, Extension by one of $636$
638, 9765638, Extension by one, Extension by one of $637$
639, 9765639, Extension by one, Extension by one of $638$
640, 9765640, Extension by one, Extension by one of $639$
641, 9765641, Extension by one, Extension by one of $640$
642, 9765642, Extension by one, Extension by one of $641$
643, 9765643, Extension by one, Extension by one of $642$
644, 9765644, Extension by one, Extension by one of $643$
